时间,门店代码,门店名称,省,市,区,门店类型,门店级别,门店状态,开店日期,二级渠道,门店面积,客流量,客单价,转化率,GMV,grade,二级渠道Type,门店级别Type,门店类型Type,Date,year,month,销售时长,修正转化率,开店时长,binned_data
2023年3月,JM70112,小米之家广东深圳盐田区壹海城专卖店,广东,深圳市,盐田区,专卖店,体验店-B1,营业中,2022/12/5,米家专卖店,80,5690,1285.63,15.75,1104053.65,B,2,8,2,2023/3/1,2023,3,1.08,15.75,1.32,Low
2024年2月,JM70112,小米之家广东深圳盐田区壹海城专卖店,广东,深圳市,盐田区,专卖店,体验店-B1,营业中,2022/12/5,米家专卖店,80,5949,905.05,16.07,838876.46,B,2,8,2,2024/2/1,2024,2,0.16,16.07,1.32,Low
2023年10月,JM70112,小米之家广东深圳盐田区壹海城专卖店,广东,深圳市,盐田区,专卖店,体验店-B1,营业中,2022/12/5,米家专卖店,80,4757,1157.94,17.93,966924.07,B,2,8,2,2023/10/1,2023,10,0.5,17.93,1.32,Low
2024年1月,JM20829,小米之家广东江门蓬江区万达广场专卖店,广东,江门市,蓬江区,专卖店,体验店-B1,营业中,2023/12/29,米家专卖店,91.11,5083,844.27,7.55,318579.34,B,2,8,2,2024/1/1,2024,1,0.24,7.55,0.25,Low
2024年3月,JM20829,小米之家广东江门蓬江区万达广场专卖店,广东,江门市,蓬江区,专卖店,体验店-B1,营业中,2023/12/29,米家专卖店,91.11,4224,974.5,10.94,434139,B,2,8,2,2024/3/1,2024,3,0.08,10.94,0.25,Low
2023年5月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,5385,1177.33,16.27,1145486.77,B,2,8,2,2023/5/1,2023,5,0.92,16.27,2.7,Low
2023年4月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,4960,1109.47,18.08,1074920.63,B,2,8,2,2023/4/1,2023,4,1,18.08,2.7,Low
2023年11月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,5728,1413.34,24.37,1945011.55,B,2,8,2,2023/11/1,2023,11,0.41,20,2.7,Low
2024年3月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,5233,1100.3,17.18,963013.75,B,2,8,2,2024/3/1,2024,3,0.08,17.18,2.7,Low
2024年1月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,5790,1371.79,16.37,1280177.44,B,2,8,2,2024/1/1,2024,1,0.24,16.37,2.7,Low
2023年9月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,6414,1053.67,16.43,1144644.42,B,2,8,2,2023/9/1,2023,9,0.58,16.43,2.7,Low
2023年12月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,6091,1291.15,17.12,1327568.58,B,2,8,2,2023/12/1,2023,12,0.33,17.12,2.7,Low
2023年7月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,7157,1125.2,13.55,1244270.1,B,2,8,2,2023/7/1,2023,7,0.75,13.55,2.7,Low
2024年1月,JM72290,小米之家广东潮州湘桥区瓷兴路专卖店,广东,潮州市,潮安区,专卖店,体验店-B2,营业中,2023/11/14,米家专卖店,97,458,1446.72,19.43,123921.8,B,2,9,2,2024/1/1,2024,1,0.24,19.43,0.38,Low
2023年9月,JM11208,小米之家广东珠海斗门区大信新都汇专卖店,广东,珠海市,斗门区,专卖店,体验店-B1,营业中,2018/11/11,米家专卖店,105,6419,1465.28,21.55,1978872.96,B,2,8,2,2023/9/1,2023,9,0.58,20,5.39,Low
2023年2月,JM13467,小米之家广东佛山顺德区悦然广场专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,114,7281,1134.44,11.01,901865.85,B,2,8,2,2023/2/1,2023,2,1.16,11.01,3.22,Low
2023年1月,JM14927,小米之家广东佛山南海区里水永润广场专卖店,广东,佛山市,南海区,专卖店,体验店-B1,营业中,2021/3/31,米家专卖店,120,3095,1301.62,12.18,480269.08,B,2,8,2,2023/1/1,2023,1,1.24,12.18,3,Low
2024年2月,JM14927,小米之家广东佛山南海区里水永润广场专卖店,广东,佛山市,南海区,专卖店,体验店-B1,营业中,2021/3/31,米家专卖店,120,2967,1181.75,14.43,484779.52,B,2,8,2,2024/2/1,2024,2,0.16,14.43,3,Low
2024年3月,JM20134,小米之家广东广州增城区新塘永旺梦乐城专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/5/29,米家专卖店,137,19618,1876.43,5.89,2211345.25,B,2,8,2,2024/3/1,2024,3,0.08,5.89,2.84,Low
2023年3月,JM20134,小米之家广东广州增城区新塘永旺梦乐城专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/5/29,米家专卖店,137,11692,2041.03,7.54,1741934.55,B,2,8,2,2023/3/1,2023,3,1.08,7.54,2.84,Low
2023年11月,JM20134,小米之家广东广州增城区新塘永旺梦乐城专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/5/29,米家专卖店,137,20141,1989.2,6.45,2814675.94,B,2,8,2,2023/11/1,2023,11,0.41,6.45,2.84,Low
2023年9月,JM20184,小米之家广东汕头龙湖区万象城专卖店,广东,汕头市,龙湖区,专卖店,体验店-B1,营业中,2022/12/2,米家专卖店,160,13342,959.22,6.19,764971.33,B,2,8,2,2023/9/1,2023,9,0.58,6.19,1.33,Low
2024年2月,JM20184,小米之家广东汕头龙湖区万象城专卖店,广东,汕头市,龙湖区,专卖店,体验店-B1,营业中,2022/12/2,米家专卖店,160,18590,881.84,8.59,1371588.45,B,2,8,2,2024/2/1,2024,2,0.16,8.59,1.33,Low
2023年7月,JM70239,小米之家广东中山南区悦来天虹购物中心专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2023/5/24,米家专卖店,143,9214,869.04,5.21,412108.56,B,2,8,2,2023/7/1,2023,7,0.75,5.21,0.85,Low
2023年5月,JM70239,小米之家广东中山南区悦来天虹购物中心专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2023/5/24,米家专卖店,143,7781,668.06,6.26,334155.46,B,2,8,2,2023/5/1,2023,5,0.92,6.26,0.85,Low
2023年11月,JM70239,小米之家广东中山南区悦来天虹购物中心专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2023/5/24,米家专卖店,143,6928,1253.5,6.64,571154.47,B,2,8,2,2023/11/1,2023,11,0.41,6.64,0.85,Low
2023年6月,JM70239,小米之家广东中山南区悦来天虹购物中心专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2023/5/24,米家专卖店,143,8515,992.45,5.01,417668.89,B,2,8,2,2023/6/1,2023,6,0.83,5.01,0.85,Low
2024年1月,JM19582,小米之家广东珠海香洲区海悦大厦专卖店,广东,珠海市,香洲区,专卖店,专卖店-C1,营业中,2022/5/6,米家专卖店,151,3675,2023.04,7.56,559444.52,B,2,11,2,2024/1/1,2024,1,0.24,7.56,1.9,Low
2024年3月,JM19582,小米之家广东珠海香洲区海悦大厦专卖店,广东,珠海市,香洲区,专卖店,专卖店-C1,营业中,2022/5/6,米家专卖店,151,3920,1845.85,8.16,570660.36,B,2,11,2,2024/3/1,2024,3,0.08,8.16,1.9,Low
2023年7月,JM15984,小米之家广东梅州梅县区宪梓北路专卖店,广东,梅州市,梅县区,专卖店,专卖店-C2,营业中,2021/5/22,米家专卖店,70,1639,1269.72,5.86,121485.28,C,2,12,2,2023/7/1,2023,7,0.75,5.86,2.86,Low
2023年3月,JM19582,小米之家广东珠海香洲区海悦大厦专卖店,广东,珠海市,香洲区,专卖店,专卖店-C1,营业中,2022/5/6,米家专卖店,151,3293,1389.65,8.59,390272.32,B,2,11,2,2023/3/1,2023,3,1.08,8.59,1.9,Low
2023年1月,JM19582,小米之家广东珠海香洲区海悦大厦专卖店,广东,珠海市,香洲区,专卖店,专卖店-C1,营业中,2022/5/6,米家专卖店,151,3234,1164.94,7.92,297866.78,B,2,11,2,2023/1/1,2023,1,1.24,7.92,1.9,Low
2023年6月,JM19582,小米之家广东珠海香洲区海悦大厦专卖店,广东,珠海市,香洲区,专卖店,专卖店-C1,营业中,2022/5/6,米家专卖店,151,3290,2145.91,6.57,448605.62,B,2,11,2,2023/6/1,2023,6,0.83,6.57,1.9,Low
2023年6月,JM15984,小米之家广东梅州梅县区宪梓北路专卖店,广东,梅州市,梅县区,专卖店,专卖店-C2,营业中,2021/5/22,米家专卖店,70,1402,1189.61,6.63,103135.8,C,2,12,2,2023/6/1,2023,6,0.83,6.63,2.86,Low
2023年7月,JM19582,小米之家广东珠海香洲区海悦大厦专卖店,广东,珠海市,香洲区,专卖店,专卖店-C1,营业中,2022/5/6,米家专卖店,151,3741,1501.93,7.54,416447.07,B,2,11,2,2023/7/1,2023,7,0.75,7.54,1.9,Low
2024年1月,JM15984,小米之家广东梅州梅县区宪梓北路专卖店,广东,梅州市,梅县区,专卖店,专卖店-C2,营业中,2021/5/22,米家专卖店,70,1780,1613.11,6.46,183129.69,C,2,12,2,2024/1/1,2024,1,0.24,6.46,2.86,Low
2023年8月,JM11035,小米之家广东潮州湘桥区新桥路专卖店,广东,潮州市,湘桥区,专卖店,A-形象店-MES Plus,营业中,2017/10/1,米家专卖店,129,4959,1637.86,27.26,2278683.68,B,2,5,2,2023/8/1,2023,8,0.66,20,6.5,Low
2023年6月,JM11035,小米之家广东潮州湘桥区新桥路专卖店,广东,潮州市,湘桥区,专卖店,A-形象店-MES Plus,营业中,2017/10/1,米家专卖店,129,4604,2385.24,31.58,3532554.47,B,2,5,2,2023/6/1,2023,6,0.83,20,6.5,Low
2023年10月,JM11035,小米之家广东潮州湘桥区新桥路专卖店,广东,潮州市,湘桥区,专卖店,A-形象店-MES Plus,营业中,2017/10/1,米家专卖店,129,5528,1315.14,15.09,2214451.95,B,2,5,2,2023/10/1,2023,10,0.5,15.09,6.5,Low
2024年2月,JM20828,小米之家广东江门新会区新汇大融城专卖店,广东,江门市,新会区,专卖店,体验店-B1,营业中,2023/12/29,米家专卖店,100,8096,870.39,8.98,611948.38,B,2,8,2,2024/2/1,2024,2,0.16,8.98,0.25,Low
2023年1月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,11492,1437.28,9.43,1528240.27,B,2,8,2,2023/1/1,2023,1,1.24,9.43,5.5,Low
2023年5月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,8025,1060.04,7.99,659235.84,B,2,8,2,2023/5/1,2023,5,0.92,7.99,5.5,Low
2023年2月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,7253,1009.26,8.45,594376.17,B,2,8,2,2023/2/1,2023,2,1.16,8.45,5.5,Low
2023年8月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,9988,1063.64,7.16,749113.74,B,2,8,2,2023/8/1,2023,8,0.66,7.16,5.5,Low
2023年7月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,9460,1033.95,7.48,712787.47,B,2,8,2,2023/7/1,2023,7,0.75,7.48,5.5,Low
2023年3月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,6146,984.39,8.92,519341.47,B,2,8,2,2023/3/1,2023,3,1.08,8.92,5.5,Low
2024年1月,JM70045,小米之家广东深圳宝安区沙井中心路专卖店,广东,深圳市,宝安区,专卖店,专卖店-C1,营业中,2022/9/30,米家专卖店,125,0,1368.66,0,515039.46,B,2,11,2,2024/1/1,2024,1,0.24,0,1.5,Low
2023年4月,JM70045,小米之家广东深圳宝安区沙井中心路专卖店,广东,深圳市,宝安区,专卖店,专卖店-C1,营业中,2022/9/30,米家专卖店,125,0,1163.82,0,378526.46,B,2,11,2,2023/4/1,2023,4,1,0,1.5,Low
2024年3月,JM70045,小米之家广东深圳宝安区沙井中心路专卖店,广东,深圳市,宝安区,专卖店,专卖店-C1,营业中,2022/9/30,米家专卖店,125,0,1131.08,0,468842.16,B,2,11,2,2024/3/1,2024,3,0.08,0,1.5,Low
2023年11月,JM70045,小米之家广东深圳宝安区沙井中心路专卖店,广东,深圳市,宝安区,专卖店,专卖店-C1,营业中,2022/9/30,米家专卖店,125,0,2074.31,0,817045.22,B,2,11,2,2023/11/1,2023,11,0.41,0,1.5,Low
2023年2月,JM17130,小米之家广东广州增城区新塘解放北路专卖店,广东,广州市,增城区,专卖店,体验店-B2,营业中,2021/6/18,米家专卖店,130,6229,1331.94,6.6,534584.55,B,2,9,2,2023/2/1,2023,2,1.16,6.6,2.78,Low
2023年3月,JM17130,小米之家广东广州增城区新塘解放北路专卖店,广东,广州市,增城区,专卖店,体验店-B2,营业中,2021/6/18,米家专卖店,130,5885,1909.99,6.58,737582.75,B,2,9,2,2023/3/1,2023,3,1.08,6.58,2.78,Low
2023年12月,JM17130,小米之家广东广州增城区新塘解放北路专卖店,广东,广州市,增城区,专卖店,体验店-B2,营业中,2021/6/18,米家专卖店,130,7729,1752.06,6.22,834143.22,B,2,9,2,2023/12/1,2023,12,0.33,6.22,2.78,Low
2023年9月,JM17130,小米之家广东广州增城区新塘解放北路专卖店,广东,广州市,增城区,专卖店,体验店-B2,营业中,2021/6/18,米家专卖店,130,6916,1198.93,6.17,507268.4,B,2,9,2,2023/9/1,2023,9,0.58,6.17,2.78,Low
2024年2月,JM17130,小米之家广东广州增城区新塘解放北路专卖店,广东,广州市,增城区,专卖店,体验店-B2,营业中,2021/6/18,米家专卖店,130,6110,1534.43,6.5,609119.56,B,2,9,2,2024/2/1,2024,2,0.16,6.5,2.78,Low
2023年6月,JM17130,小米之家广东广州增城区新塘解放北路专卖店,广东,广州市,增城区,专卖店,体验店-B2,营业中,2021/6/18,米家专卖店,130,6242,1796.04,7.47,829592.03,B,2,9,2,2023/6/1,2023,6,0.83,7.47,2.78,Low
2023年11月,JM17130,小米之家广东广州增城区新塘解放北路专卖店,广东,广州市,增城区,专卖店,体验店-B2,营业中,2021/6/18,米家专卖店,130,8061,1973.43,5.33,841474.14,B,2,9,2,2023/11/1,2023,11,0.41,5.33,2.78,Low
2023年10月,JM11463,小米之家广东中山黄圃领丰汇专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/5/1,米家专卖店,100,3469,1327.19,11.96,549041.79,B,2,9,2,2023/10/1,2023,10,0.5,11.96,3.92,Low
2023年4月,JM11463,小米之家广东中山黄圃领丰汇专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/5/1,米家专卖店,100,3337,1251.3,11.75,510294.21,B,2,9,2,2023/4/1,2023,4,1,11.75,3.92,Low
2023年7月,JM11463,小米之家广东中山黄圃领丰汇专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/5/1,米家专卖店,100,3879,1009.57,9.72,407598.52,B,2,9,2,2023/7/1,2023,7,0.75,9.72,3.92,Low
2023年9月,JM11463,小米之家广东中山黄圃领丰汇专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/5/1,米家专卖店,100,2945,1128.85,13.48,451346.69,B,2,9,2,2023/9/1,2023,9,0.58,13.48,3.92,Low
2023年4月,JM11461,小米之家广东东莞万江华南摩尔专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2020/5/1,米家专卖店,147,7233,1508.05,10.63,1096102.56,B,2,5,2,2023/4/1,2023,4,1,10.63,3.92,Low
2023年11月,JM11461,小米之家广东东莞万江华南摩尔专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2020/5/1,米家专卖店,147,10972,1966.6,7.92,1658853.71,B,2,5,2,2023/11/1,2023,11,0.41,7.92,3.92,Low
2023年6月,JM11461,小米之家广东东莞万江华南摩尔专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2020/5/1,米家专卖店,147,8196,1072.28,12.97,1096966.06,B,2,5,2,2023/6/1,2023,6,0.83,12.97,3.92,Low
2023年5月,JM11461,小米之家广东东莞万江华南摩尔专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2020/5/1,米家专卖店,147,8174,709.47,13.78,815241.33,B,2,5,2,2023/5/1,2023,5,0.92,13.78,3.92,Low
2023年11月,JM14164,小米之家广东湛江赤坎区丽悦新天广场专卖店,广东,湛江市,赤坎区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,103,2569,1349.97,18.02,594764.86,B,2,8,2,2023/11/1,2023,11,0.41,18.02,2.92,Low
2024年1月,JM14164,小米之家广东湛江赤坎区丽悦新天广场专卖店,广东,湛江市,赤坎区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,103,953,849.11,50.26,417675.9,B,2,8,2,2024/1/1,2024,1,0.24,20,2.92,Low
2023年8月,JM14164,小米之家广东湛江赤坎区丽悦新天广场专卖店,广东,湛江市,赤坎区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,103,5040,619.08,10.65,326084.26,B,2,8,2,2023/8/1,2023,8,0.66,10.65,2.92,Low
2023年1月,JM14164,小米之家广东湛江赤坎区丽悦新天广场专卖店,广东,湛江市,赤坎区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,103,6907,1068.91,9.16,646107.62,B,2,8,2,2023/1/1,2023,1,1.24,9.16,2.92,Low
2024年2月,JM19093,小米之家广东广州番禺区碧乐时光专卖店,广东,广州市,番禺区,专卖店,体验店-B1,营业中,2022/1/25,米家专卖店,177.92,1993,1040.06,34.32,698538.42,B,2,8,2,2024/2/1,2024,2,0.16,20,2.18,Low
2023年7月,JM19093,小米之家广东广州番禺区碧乐时光专卖店,广东,广州市,番禺区,专卖店,体验店-B1,营业中,2022/1/25,米家专卖店,177.92,2177,1160.95,26.6,659605.91,B,2,8,2,2023/7/1,2023,7,0.75,20,2.18,Low
2023年4月,JM19093,小米之家广东广州番禺区碧乐时光专卖店,广东,广州市,番禺区,专卖店,体验店-B1,营业中,2022/1/25,米家专卖店,177.92,2481,782.59,26,497499.92,B,2,8,2,2023/4/1,2023,4,1,20,2.18,Low
2023年1月,JM70112,小米之家广东深圳盐田区壹海城专卖店,广东,深圳市,盐田区,专卖店,体验店-B1,营业中,2022/12/5,米家专卖店,80,4325,1647.94,19.12,1337766.34,B,2,8,2,2023/1/1,2023,1,1.24,19.12,1.32,Low
2023年12月,JM70112,小米之家广东深圳盐田区壹海城专卖店,广东,深圳市,盐田区,专卖店,体验店-B1,营业中,2022/12/5,米家专卖店,80,9630,1362.64,9.75,1255302.57,B,2,8,2,2023/12/1,2023,12,0.33,9.75,1.32,Low
2023年2月,JM70112,小米之家广东深圳盐田区壹海城专卖店,广东,深圳市,盐田区,专卖店,体验店-B1,营业中,2022/12/5,米家专卖店,80,4382,1192.37,16.07,1194079.25,B,2,8,2,2023/2/1,2023,2,1.16,16.07,1.32,Low
2024年2月,JM20829,小米之家广东江门蓬江区万达广场专卖店,广东,江门市,蓬江区,专卖店,体验店-B1,营业中,2023/12/29,米家专卖店,91.11,4982,773.67,9.59,366353.12,B,2,8,2,2024/2/1,2024,2,0.16,9.59,0.25,Low
2023年12月,JM20829,小米之家广东江门蓬江区万达广场专卖店,广东,江门市,蓬江区,专卖店,体验店-B1,营业中,2023/12/29,米家专卖店,91.11,939,1009.47,5.96,54728.56,B,2,8,2,2023/12/1,2023,12,0.33,5.96,0.25,Low
2023年8月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,7586,1231.48,13.58,1309301.89,B,2,8,2,2023/8/1,2023,8,0.66,13.58,2.7,Low
2024年2月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,6129,1238.15,19.74,1467770.81,B,2,8,2,2024/2/1,2024,2,0.16,19.74,2.7,Low
2023年6月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,6332,1264.8,16.31,1521144.13,B,2,8,2,2023/6/1,2023,6,0.83,16.31,2.7,Low
2023年10月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,7144,1271.5,16.35,1502858.52,B,2,8,2,2023/10/1,2023,10,0.5,16.35,2.7,Low
2023年10月,JM11208,小米之家广东珠海斗门区大信新都汇专卖店,广东,珠海市,斗门区,专卖店,体验店-B1,营业中,2018/11/11,米家专卖店,105,3870,1286.34,33.88,1658525.74,B,2,8,2,2023/10/1,2023,10,0.5,20,5.39,Low
2024年2月,JM13467,小米之家广东佛山顺德区悦然广场专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,114,9398,1120.01,11.31,1176343.43,B,2,8,2,2024/2/1,2024,2,0.16,11.31,3.22,Low
2024年1月,JM13467,小米之家广东佛山顺德区悦然广场专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,114,9228,1240.28,10.54,1198963.25,B,2,8,2,2024/1/1,2024,1,0.24,10.54,3.22,Low
2023年8月,JM13467,小米之家广东佛山顺德区悦然广场专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,114,10251,1038.67,10.21,1056181.91,B,2,8,2,2023/8/1,2023,8,0.66,10.21,3.22,Low
2023年11月,JM13467,小米之家广东佛山顺德区悦然广场专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,114,10503,1596.93,9.06,1486954.48,B,2,8,2,2023/11/1,2023,11,0.41,9.06,3.22,Low
2023年10月,JM13467,小米之家广东佛山顺德区悦然广场专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,114,9763,1288.52,9.77,1205747.18,B,2,8,2,2023/10/1,2023,10,0.5,9.77,3.22,Low
2024年1月,JM20134,小米之家广东广州增城区新塘永旺梦乐城专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/5/29,米家专卖店,137,20416,1734.44,5.33,2484440.21,B,2,8,2,2024/1/1,2024,1,0.24,5.33,2.84,Low
2023年1月,JM20134,小米之家广东广州增城区新塘永旺梦乐城专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/5/29,米家专卖店,137,20724,1598.21,5.74,1881097.56,B,2,8,2,2023/1/1,2023,1,1.24,5.74,2.84,Low
2023年2月,JM20134,小米之家广东广州增城区新塘永旺梦乐城专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/5/29,米家专卖店,137,13326,1727.59,7.62,1999666.88,B,2,8,2,2023/2/1,2023,2,1.16,7.62,2.84,Low
2023年10月,JM20184,小米之家广东汕头龙湖区万象城专卖店,广东,汕头市,龙湖区,专卖店,体验店-B1,营业中,2022/12/2,米家专卖店,160,17595,1164.99,5.61,1136394.54,B,2,8,2,2023/10/1,2023,10,0.5,5.61,1.33,Low
2024年3月,JM20184,小米之家广东汕头龙湖区万象城专卖店,广东,汕头市,龙湖区,专卖店,体验店-B1,营业中,2022/12/2,米家专卖店,160,13425,964.94,7.72,994599.3,B,2,8,2,2024/3/1,2024,3,0.08,7.72,1.33,Low
2023年12月,JM20184,小米之家广东汕头龙湖区万象城专卖店,广东,汕头市,龙湖区,专卖店,体验店-B1,营业中,2022/12/2,米家专卖店,160,14688,1161.87,6.72,1128830.85,B,2,8,2,2023/12/1,2023,12,0.33,6.72,1.33,Low
2023年9月,JM70239,小米之家广东中山南区悦来天虹购物中心专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2023/5/24,米家专卖店,143,7015,966.35,6.51,430049.91,B,2,8,2,2023/9/1,2023,9,0.58,6.51,0.85,Low
2023年5月,JM15984,小米之家广东梅州梅县区宪梓北路专卖店,广东,梅州市,梅县区,专卖店,专卖店-C2,营业中,2021/5/22,米家专卖店,70,1478,1284.61,4.94,91577.21,C,2,12,2,2023/5/1,2023,5,0.92,4.94,2.86,Low
2023年11月,JM19582,小米之家广东珠海香洲区海悦大厦专卖店,广东,珠海市,香洲区,专卖店,专卖店-C1,营业中,2022/5/6,米家专卖店,151,3850,2018.73,8.21,607988.52,B,2,11,2,2023/11/1,2023,11,0.41,8.21,1.9,Low
2023年10月,JM19582,小米之家广东珠海香洲区海悦大厦专卖店,广东,珠海市,香洲区,专卖店,专卖店-C1,营业中,2022/5/6,米家专卖店,151,3750,2411.93,7.17,637954.27,B,2,11,2,2023/10/1,2023,10,0.5,7.17,1.9,Low
2023年5月,JM19582,小米之家广东珠海香洲区海悦大厦专卖店,广东,珠海市,香洲区,专卖店,专卖店-C1,营业中,2022/5/6,米家专卖店,151,3455,2128.57,5.73,406285.69,B,2,11,2,2023/5/1,2023,5,0.92,5.73,1.9,Low
2023年9月,JM19582,小米之家广东珠海香洲区海悦大厦专卖店,广东,珠海市,香洲区,专卖店,专卖店-C1,营业中,2022/5/6,米家专卖店,151,3666,1994.33,7.45,522330.65,B,2,11,2,2023/9/1,2023,9,0.58,7.45,1.9,Low
2023年5月,JM11035,小米之家广东潮州湘桥区新桥路专卖店,广东,潮州市,湘桥区,专卖店,A-形象店-MES Plus,营业中,2017/10/1,米家专卖店,129,4610,1793.58,21.39,1773794.75,B,2,5,2,2023/5/1,2023,5,0.92,20,6.5,Low
2023年11月,JM11035,小米之家广东潮州湘桥区新桥路专卖店,广东,潮州市,湘桥区,专卖店,A-形象店-MES Plus,营业中,2017/10/1,米家专卖店,129,5391,2492.56,20.76,2845808.11,B,2,5,2,2023/11/1,2023,11,0.41,20,6.5,Low
2023年7月,JM11035,小米之家广东潮州湘桥区新桥路专卖店,广东,潮州市,湘桥区,专卖店,A-形象店-MES Plus,营业中,2017/10/1,米家专卖店,129,4427,1503.08,25.86,1748104.61,B,2,5,2,2023/7/1,2023,7,0.75,20,6.5,Low
2024年1月,JM20828,小米之家广东江门新会区新汇大融城专卖店,广东,江门市,新会区,专卖店,体验店-B1,营业中,2023/12/29,米家专卖店,100,6929,1039.87,7.87,551115.75,B,2,8,2,2024/1/1,2024,1,0.24,7.87,0.25,Low
2023年10月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,9192,1168.93,7.42,784949.52,B,2,8,2,2023/10/1,2023,10,0.5,7.42,5.5,Low
2023年9月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,8110,1211.34,8.9,842105.86,B,2,8,2,2023/9/1,2023,9,0.58,8.9,5.5,Low
